seed,maximum observed yield
351023,98.38
678895,91.27
511968,98.38
969354,91.19
146837,100.0
642832,98.38
551049,80.86
673638,99.81
89927,89.17
70131,99.98
508102,100.0
212174,99.98
944032,99.81
23637,99.81
485170,99.98
653286,77.52
736077,99.22
759234,89.71
721788,100.0
137896,54.55
427746,84.67
150900,99.98
868737,88.82
458765,100.0
327364,91.27
122237,99.81
738431,100.0
494612,100.0
448800,99.81
533378,99.98
696866,100.0
839882,100.0
658739,100.0
859319,89.17
554620,89.17
225234,99.81
659831,80.61
214464,99.98
906629,100.0
379268,89.71
786599,99.98
567287,99.81
870077,79.76
359530,100.0
371987,99.22
55272,91.39
644592,91.39
534987,91.27
184350,99.98
222064,99.81
