seed,maximum observed yield
670487,97.42
116739,98.69
26225,98.69
777572,96.42
288389,97.29
256787,98.69
234053,96.74
146316,99.15
772246,98.2
107473,96.89
709570,100.0
776646,98.2
935518,98.42
571858,97.98
91161,99.15
619176,99.15
442417,98.2
33326,98.69
31244,94.13
98246,98.69
229258,98.53
243962,98.69
529903,95.06
631262,100.0
27824,98.69
588508,98.42
208496,98.69
750800,100.0
681453,96.3
735392,99.15
571412,96.57
439898,97.45
231148,98.69
471029,98.2
617889,98.69
291704,99.15
848749,98.69
911527,98.69
6814,98.61
795667,98.2
844962,97.45
167414,98.69
732052,99.15
443143,100.0
356778,100.0
291369,100.0
163032,96.61
225772,99.15
800581,97.45
352944,98.2
