seed,maximum observed yield
670487,92.88
116739,97.42
26225,98.69
777572,95.8
288389,94.85
256787,95.96
234053,95.58
146316,96.25
772246,91.4
107473,95.58
709570,96.38
776646,96.16
935518,94.67
571858,96.05
91161,95.88
619176,94.74
442417,99.05
33326,95.53
31244,97.98
98246,95.06
229258,95.34
243962,94.8
529903,96.2
631262,96.04
27824,98.61
588508,96.04
208496,98.42
750800,96.75
681453,95.5
735392,91.93
571412,94.39
439898,92.7
231148,93.44
471029,96.49
617889,87.02
291704,94.41
848749,91.37
911527,96.2
6814,97.83
795667,99.15
844962,95.85
167414,97.83
732052,96.97
443143,92.27
356778,97.98
291369,96.97
163032,100.0
225772,96.76
800581,96.97
352944,96.14
