seed,maximum observed yield
670487,96.04
116739,98.69
26225,98.69
777572,98.2
288389,98.69
256787,95.97
234053,99.05
146316,98.69
772246,96.6
107473,100.0
709570,100.0
776646,97.42
935518,98.69
571858,97.09
91161,99.15
619176,96.25
442417,97.09
33326,98.69
31244,98.2
98246,100.0
229258,100.0
243962,99.15
529903,96.38
631262,100.0
27824,98.69
588508,98.69
208496,98.69
750800,98.2
681453,97.45
735392,96.04
571412,100.0
439898,100.0
231148,97.42
471029,98.2
617889,100.0
291704,100.0
848749,97.32
911527,96.04
6814,100.0
795667,98.69
844962,93.43
167414,98.69
732052,97.98
443143,99.05
356778,100.0
291369,98.69
163032,100.0
225772,98.69
800581,99.15
352944,98.69
