seed,maximum observed yield
834648,99.61910732
372795,96.13228316
133683,85.40177854
434508,92.13719474
190615,95.55515456
454720,92.35381549
485400,92.13719474
662292,90.37135809
40188,92.20931063
271994,94.54981251
821465,89.12987666
294971,89.419451
42501,86.19820374
743158,80.16290148
527907,98.28722602
260120,86.76065944
149827,98.28722602
679135,92.95670274
810675,89.47412112
83037,92.13068227
196949,92.00324978
636531,93.10117477
46239,95.12897845
207100,97.94800557
992389,92.11972779
382683,94.15173815
669134,81.6084941
832231,99.99999
91358,83.65366275
682258,93.31083413
267046,92.00324978
619666,86.971127
848606,86.76065944
56785,91.13914928
99934,94.29690562
60228,89.47412112
365361,93.31083413
970498,92.90401218
272215,92.20931063
891481,93.58777419
991818,85.26909551
291249,98.84920594
316589,92.57247896
254838,91.51096876
935554,89.61417594
291725,96.59121826
453674,82.02772208
572209,93.10117477
670715,93.03255731
535467,98.17713445
