seed,maximum observed yield
563358,99.61910732
766952,98.73132029
666028,99.99999
351634,99.61910732
348834,99.61910732
765855,99.03446213
875198,98.84920594
103852,99.99999
739193,99.61910732
148615,99.61910732
871638,99.61910732
894034,99.61910732
938531,99.61910732
848111,98.17713445
935394,99.61910732
428865,99.61910732
489605,94.54981251
293634,99.99999
916006,99.99999
109073,99.99999
370869,99.99999
69892,99.61910732
253212,86.59757822
93102,99.61910732
857489,99.61910732
272488,94.69105416
179930,99.61910732
892788,99.99999
298356,94.54981251
52766,99.99999
118673,98.84920594
88766,99.61910732
875297,98.84920594
345523,99.61910732
9820,99.99999
807086,99.99999
868216,95.67591323
666428,99.61910732
964217,99.61910732
896055,99.61910732
259201,99.99999
705298,98.84920594
300271,98.84920594
189016,99.03446213
777156,99.61910732
221127,99.61910732
320216,99.61910732
679627,99.99999
230152,99.61910732
295783,99.61910732
