seed,maximum observed yield
670487,10238.0
116739,14394.0
26225,4811.0
777572,19040.0
288389,10238.0
256787,10238.0
234053,14394.0
146316,10238.0
772246,19040.0
107473,6096.0
709570,19040.0
776646,10238.0
935518,6096.0
571858,4882.0
91161,14394.0
619176,14394.0
442417,14394.0
33326,14394.0
31244,4882.0
98246,10238.0
229258,9651.0
243962,9651.0
529903,14394.0
631262,14394.0
27824,6096.0
588508,8706.0
208496,14394.0
750800,19040.0
681453,19040.0
735392,4396.0
571412,14394.0
439898,4083.0
231148,6096.0
471029,19040.0
617889,14394.0
291704,6478.0
848749,9651.0
911527,14394.0
6814,19040.0
795667,19040.0
844962,19040.0
167414,19040.0
732052,10238.0
443143,6096.0
356778,14394.0
291369,4168.0
163032,14394.0
225772,6096.0
800581,10238.0
352944,6028.0
