seed,maximum observed yield
670487,1502.0
116739,2002.0
26225,6096.0
777572,4168.0
288389,2002.0
256787,10238.0
234053,6096.0
146316,4083.0
772246,10238.0
107473,10238.0
709570,4680.0
776646,4680.0
935518,14394.0
571858,2002.0
91161,1301.0
619176,19040.0
442417,1060.0
33326,4396.0
31244,6096.0
98246,1485.0
229258,1485.0
243962,9651.0
529903,2002.0
631262,1121.0
27824,19040.0
588508,1516.0
208496,2699.0
750800,6096.0
681453,10238.0
735392,6096.0
571412,14394.0
439898,8663.0
231148,4083.0
471029,14394.0
617889,4083.0
291704,10238.0
848749,962.0
911527,14394.0
6814,10238.0
795667,6096.0
844962,10238.0
167414,6096.0
732052,14394.0
443143,4935.0
356778,857.0
291369,2699.0
163032,6096.0
225772,4396.0
800581,10238.0
352944,19040.0
