seed,maximum observed yield
670487,14394.0
116739,1156.0
26225,2847.0
777572,14394.0
288389,726.0
256787,19040.0
234053,6096.0
146316,1156.0
772246,19040.0
107473,6096.0
709570,14394.0
776646,14394.0
935518,4396.0
571858,726.0
91161,4396.0
619176,19040.0
442417,4680.0
33326,4882.0
31244,6459.0
98246,9651.0
229258,14394.0
243962,726.0
529903,1121.0
631262,1026.0
27824,4396.0
588508,14394.0
208496,14394.0
750800,8663.0
681453,2847.0
735392,14394.0
571412,9651.0
439898,1156.0
231148,14394.0
471029,1121.0
617889,1156.0
291704,1485.0
848749,6096.0
911527,14394.0
6814,14394.0
795667,14394.0
844962,14394.0
167414,14394.0
732052,857.0
443143,1121.0
356778,1485.0
291369,19040.0
163032,726.0
225772,4396.0
800581,6096.0
352944,19040.0
