Electrophile,Nucleophile,Catalyst,Base,MISER Area Count
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,O,COc2ccc(C)c(c1c(C(C)C)cc(C(C)C)cc1C(C)C)c2P(C(C)(C)C)C(C)(C)C,CN(C)P(=NC(C)(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N(C)C,301
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,O,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,C2CCC1=NCCCN1CC2,284
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,O,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,CN1CCCN2CCCN=C12,359
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,O,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,CN(C)/C(=N\C(C)(C)C)N(C)C,361
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,O,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,CCN(CC)P1(=NC(C)(C)C)NCCCN1C,337
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,O,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,313
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,O,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,CN(C)P(=NC(C)(C)CC(C)(C)C)(N(C)C)N(C)C,282
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,O,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,275
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,O,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,CN(C)P(=NC(C)(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N(C)C,287
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,O,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],C2CCC1=NCCCN1CC2,274
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,O,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CN1CCCN2CCCN=C12,278
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,O,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CN(C)/C(=N\C(C)(C)C)N(C)C,276
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,O,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CCN(CC)P1(=NC(C)(C)C)NCCCN1C,273
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,O,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,273
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,O,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CN(C)P(=NC(C)(C)CC(C)(C)C)(N(C)C)N(C)C,272
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,O,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,271
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,O,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CN(C)P(=NC(C)(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N(C)C,268
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,C2CCC1=NCCCN1CC2,757
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,CN1CCCN2CCCN=C12,382
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,CN(C)/C(=N\C(C)(C)C)N(C)C,333
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,CCN(CC)P1(=NC(C)(C)C)NCCCN1C,313
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,332
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,CN(C)P(=NC(C)(C)CC(C)(C)C)(N(C)C)N(C)C,312
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,323
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,CN(C)P(=NC(C)(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N(C)C,349
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,C2CCC1=NCCCN1CC2,484
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,CN1CCCN2CCCN=C12,391
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,CN(C)/C(=N\C(C)(C)C)N(C)C,468
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,CCN(CC)P1(=NC(C)(C)C)NCCCN1C,448
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,411
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,CN(C)P(=NC(C)(C)CC(C)(C)C)(N(C)C)N(C)C,344
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,327
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,CN(C)P(=NC(C)(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N(C)C,325
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1c2c(C(C)C)cc(C(C)C)cc2C(C)C,C2CCC1=NCCCN1CC2,513
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1c2c(C(C)C)cc(C(C)C)cc2C(C)C,CN1CCCN2CCCN=C12,551
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1c2c(C(C)C)cc(C(C)C)cc2C(C)C,CN(C)/C(=N\C(C)(C)C)N(C)C,794
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1c2c(C(C)C)cc(C(C)C)cc2C(C)C,CCN(CC)P1(=NC(C)(C)C)NCCCN1C,857
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1c2c(C(C)C)cc(C(C)C)cc2C(C)C,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,353
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1c2c(C(C)C)cc(C(C)C)cc2C(C)C,CN(C)P(=NC(C)(C)CC(C)(C)C)(N(C)C)N(C)C,453
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1c2c(C(C)C)cc(C(C)C)cc2C(C)C,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,321
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1c2c(C(C)C)cc(C(C)C)cc2C(C)C,CN(C)P(=NC(C)(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N(C)C,383
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,COc2ccc(C)c(c1c(C(C)C)cc(C(C)C)cc1C(C)C)c2P(C(C)(C)C)C(C)(C)C,C2CCC1=NCCCN1CC2,1121
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,COc2ccc(C)c(c1c(C(C)C)cc(C(C)C)cc1C(C)C)c2P(C(C)(C)C)C(C)(C)C,CN1CCCN2CCCN=C12,1026
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,COc2ccc(C)c(c1c(C(C)C)cc(C(C)C)cc1C(C)C)c2P(C(C)(C)C)C(C)(C)C,CN(C)/C(=N\C(C)(C)C)N(C)C,677
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,COc2ccc(C)c(c1c(C(C)C)cc(C(C)C)cc1C(C)C)c2P(C(C)(C)C)C(C)(C)C,CCN(CC)P1(=NC(C)(C)C)NCCCN1C,765
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,COc2ccc(C)c(c1c(C(C)C)cc(C(C)C)cc1C(C)C)c2P(C(C)(C)C)C(C)(C)C,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,533
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,COc2ccc(C)c(c1c(C(C)C)cc(C(C)C)cc1C(C)C)c2P(C(C)(C)C)C(C)(C)C,CN(C)P(=NC(C)(C)CC(C)(C)C)(N(C)C)N(C)C,344
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,COc2ccc(C)c(c1c(C(C)C)cc(C(C)C)cc1C(C)C)c2P(C(C)(C)C)C(C)(C)C,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,343
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,COc2ccc(C)c(c1c(C(C)C)cc(C(C)C)cc1C(C)C)c2P(C(C)(C)C)C(C)(C)C,CN(C)P(=NC(C)(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N(C)C,387
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,C2CCC1=NCCCN1CC2,510
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,CN1CCCN2CCCN=C12,517
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,CN(C)/C(=N\C(C)(C)C)N(C)C,727
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,CCN(CC)P1(=NC(C)(C)C)NCCCN1C,651
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,580
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,CN(C)P(=NC(C)(C)CC(C)(C)C)(N(C)C)N(C)C,347
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,331
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,CN(C)P(=NC(C)(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N(C)C,402
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],C2CCC1=NCCCN1CC2,379
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CN1CCCN2CCCN=C12,338
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CN(C)/C(=N\C(C)(C)C)N(C)C,356
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CCN(CC)P1(=NC(C)(C)C)NCCCN1C,355
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,383
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CN(C)P(=NC(C)(C)CC(C)(C)C)(N(C)C)N(C)C,337
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,333
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,C#Cc1cnccn1,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CN(C)P(=NC(C)(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N(C)C,341
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,Cn1nccc1[B]2OC(C)(C)C(C)(C)O2,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,C2CCC1=NCCCN1CC2,222
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,Cn1nccc1[B]2OC(C)(C)C(C)(C)O2,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,CN1CCCN2CCCN=C12,1423
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,Cn1nccc1[B]2OC(C)(C)C(C)(C)O2,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,CN(C)/C(=N\C(C)(C)C)N(C)C,670
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,Cn1nccc1[B]2OC(C)(C)C(C)(C)O2,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,CCN(CC)P1(=NC(C)(C)C)NCCCN1C,455
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,Cn1nccc1[B]2OC(C)(C)C(C)(C)O2,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,1039
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,Cn1nccc1[B]2OC(C)(C)C(C)(C)O2,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,CN(C)P(=NC(C)(C)CC(C)(C)C)(N(C)C)N(C)C,465
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,Cn1nccc1[B]2OC(C)(C)C(C)(C)O2,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,225
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,Cn1nccc1[B]2OC(C)(C)C(C)(C)O2,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,CN(C)P(=NC(C)(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N(C)C,626
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,Cn1nccc1[B]2OC(C)(C)C(C)(C)O2,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,C2CCC1=NCCCN1CC2,613
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,Cn1nccc1[B]2OC(C)(C)C(C)(C)O2,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,CN1CCCN2CCCN=C12,764
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,Cn1nccc1[B]2OC(C)(C)C(C)(C)O2,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,CN(C)/C(=N\C(C)(C)C)N(C)C,811
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,Cn1nccc1[B]2OC(C)(C)C(C)(C)O2,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,CCN(CC)P1(=NC(C)(C)C)NCCCN1C,633
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,Cn1nccc1[B]2OC(C)(C)C(C)(C)O2,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,648
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,Cn1nccc1[B]2OC(C)(C)C(C)(C)O2,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,CN(C)P(=NC(C)(C)CC(C)(C)C)(N(C)C)N(C)C,726
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,Cn1nccc1[B]2OC(C)(C)C(C)(C)O2,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,235
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,Cn1nccc1[B]2OC(C)(C)C(C)(C)O2,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,CN(C)P(=NC(C)(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N(C)C,396
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,Cn1nccc1[B]2OC(C)(C)C(C)(C)O2,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1c2c(C(C)C)cc(C(C)C)cc2C(C)C,C2CCC1=NCCCN1CC2,237
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,Cn1nccc1[B]2OC(C)(C)C(C)(C)O2,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1c2c(C(C)C)cc(C(C)C)cc2C(C)C,CN1CCCN2CCCN=C12,324
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,Cn1nccc1[B]2OC(C)(C)C(C)(C)O2,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1c2c(C(C)C)cc(C(C)C)cc2C(C)C,CN(C)/C(=N\C(C)(C)C)N(C)C,302
CN4CCN(C(=O)O[C@H]2c1nccnc1C(=O)N2c3ccc(Cl)cn3)CC4,Cn1nccc1[B]2OC(C)(C)C(C)(C)O2,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1c2c(C(C)C)cc(C(C)C)cc2C(C)C,CCN(CC)P1(=NC(C)(C)C)NCCCN1C,288
