seed,maximum observed yield
670487,4225.0
116739,2826.0
26225,1060.0
777572,723.0
288389,1042.0
256787,7781.0
234053,6084.0
146316,3295.0
772246,1449.0
107473,2996.0
709570,5704.0
776646,3288.0
935518,510.0
571858,5837.0
91161,2002.0
619176,1156.0
442417,723.0
33326,3059.0
31244,872.0
98246,1830.0
229258,1517.0
243962,1819.0
529903,6737.0
631262,4573.0
27824,3059.0
588508,1249.0
208496,4168.0
750800,1516.0
681453,5716.0
735392,6084.0
571412,1819.0
439898,4343.0
231148,825.0
471029,6084.0
617889,715.0
291704,4206.0
848749,3946.0
911527,2052.0
6814,5704.0
795667,5704.0
844962,1746.0
167414,5479.0
732052,5837.0
443143,1541.0
356778,959.0
291369,1060.0
163032,3177.0
225772,1794.0
800581,3301.0
352944,2415.0
